id,level,prompt,expected_table_count,expected_joins,status,before_status,readiness_status,readiness_reason,live_status,live_reason,model_calls,seconds
P02913,2,Nisan 2024 için ürün bazında toptan satış tutarı göster.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0113
P02914,2,Ürün bazında Nisan 2024 toptan satış tutarı hesapla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0118
P02915,2,Nisan 2024 ürün bazında perakende satış tutarı nedir?,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0119
P02916,2,Nisan 2024 için ürün bazında perakende satış tutarı göster.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.011
P02917,2,Nisan 2024 dönemindeki perakende satış tutarı bilgisini ürün bazında raporla.,2,1,PASS,PASS,MODEL_REQUIRED,unresolved terms: bilgisini,NOT_LIVE_TESTED,,0,0.0127
P02918,2,Nisan 2024 ürün bazında satış satırı sayısı nedir?,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0112
P02919,2,Nisan 2024 için ürün bazında satış satırı sayısı göster.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0107
P02920,2,Nisan 2024 dönemindeki satış satırı sayısı bilgisini ürün bazında raporla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0124
P02921,2,Nisan 2024 ürün bazında toptan satış satırı sayısı nedir?,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0119
P02922,2,Ürün bazında Nisan 2024 toptan satış satırı sayısı hesapla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0117
P02923,2,Nisan 2024 dönemindeki toptan satış satırı sayısı bilgisini ürün bazında raporla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0129
P02924,2,Nisan 2024 için ürün bazında perakende satış satırı sayısı göster.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.012
P02925,2,Ürün bazında Nisan 2024 perakende satış satırı sayısı hesapla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0116
P02926,2,Nisan 2024 ürün bazında net satış tutarı nedir?,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0135
P02927,2,Nisan 2024 için ürün bazında net satış tutarı göster.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0123
P02928,2,Ürün bazında Nisan 2024 net satış tutarı hesapla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.013
P02929,2,Nisan 2024 ürün bazında toptan net satış tutarı nedir?,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0144
P02930,2,Nisan 2024 için ürün bazında toptan net satış tutarı göster.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0137
P02931,2,Nisan 2024 dönemindeki toptan net satış tutarı bilgisini ürün bazında raporla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0154
P02932,2,Nisan 2024 ürün bazında perakende net satış tutarı nedir?,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0136
P02933,2,Ürün bazında Nisan 2024 perakende net satış tutarı hesapla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0133
P02934,2,Nisan 2024 dönemindeki perakende net satış tutarı bilgisini ürün bazında raporla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0143
P02935,2,Mayıs 2024 ürün bazında satılan adet nedir?,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0112
P02936,2,Ürün bazında Mayıs 2024 satılan adet hesapla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0114
P02937,2,Mayıs 2024 dönemindeki satılan adet bilgisini ürün bazında raporla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0114
P02938,2,Mayıs 2024 için ürün bazında toptan satılan adet göster.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0117
P02939,2,Ürün bazında Mayıs 2024 toptan satılan adet hesapla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0116
P02940,2,Mayıs 2024 ürün bazında perakende satılan adet nedir?,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0115
P02941,2,Mayıs 2024 için ürün bazında perakende satılan adet göster.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0112
P02942,2,Mayıs 2024 dönemindeki perakende satılan adet bilgisini ürün bazında raporla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0126
P02943,2,Mayıs 2024 ürün bazında satış tutarı nedir?,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0122
P02944,2,Mayıs 2024 için ürün bazında satış tutarı göster.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0105
P02945,2,Mayıs 2024 dönemindeki satış tutarı bilgisini ürün bazında raporla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0123
P02946,2,Mayıs 2024 ürün bazında toptan satış tutarı nedir?,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0117
P02947,2,Ürün bazında Mayıs 2024 toptan satış tutarı hesapla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.011
P02948,2,Mayıs 2024 dönemindeki toptan satış tutarı bilgisini ürün bazında raporla.,2,1,PASS,PASS,MODEL_REQUIRED,unresolved terms: bilgisini,NOT_LIVE_TESTED,,0,0.0126
P02949,2,Mayıs 2024 için ürün bazında perakende satış tutarı göster.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0116
P02950,2,Ürün bazında Mayıs 2024 perakende satış tutarı hesapla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0113
P02951,2,Mayıs 2024 ürün bazında satış satırı sayısı nedir?,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.012
P02952,2,Mayıs 2024 için ürün bazında satış satırı sayısı göster.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0112
P02953,2,Ürün bazında Mayıs 2024 satış satırı sayısı hesapla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0111
P02954,2,Mayıs 2024 ürün bazında toptan satış satırı sayısı nedir?,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0118
P02955,2,Mayıs 2024 için ürün bazında toptan satış satırı sayısı göster.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0116
P02956,2,Mayıs 2024 dönemindeki toptan satış satırı sayısı bilgisini ürün bazında raporla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0128
P02957,2,Mayıs 2024 ürün bazında perakende satış satırı sayısı nedir?,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0126
P02958,2,Ürün bazında Mayıs 2024 perakende satış satırı sayısı hesapla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0113
P02959,2,Mayıs 2024 dönemindeki perakende satış satırı sayısı bilgisini ürün bazında raporla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0126
P02960,2,Mayıs 2024 ürün bazında net satış tutarı nedir?,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0135
P02961,2,Ürün bazında Mayıs 2024 net satış tutarı hesapla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0128
P02962,2,Mayıs 2024 dönemindeki net satış tutarı bilgisini ürün bazında raporla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0136
P02963,2,Mayıs 2024 için ürün bazında toptan net satış tutarı göster.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0134
P02964,2,Ürün bazında Mayıs 2024 toptan net satış tutarı hesapla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0138
P02965,2,Mayıs 2024 ürün bazında perakende net satış tutarı nedir?,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0134
P02966,2,Mayıs 2024 için ürün bazında perakende net satış tutarı göster.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0132
P02967,2,Mayıs 2024 dönemindeki perakende net satış tutarı bilgisini ürün bazında raporla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0144
P02968,2,Haziran 2024 ürün bazında satılan adet nedir?,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0114
P02969,2,Haziran 2024 için ürün bazında satılan adet göster.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0121
P02970,2,Haziran 2024 dönemindeki satılan adet bilgisini ürün bazında raporla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.013
P02971,2,Haziran 2024 ürün bazında toptan satılan adet nedir?,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0124
P02972,2,Ürün bazında Haziran 2024 toptan satılan adet hesapla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0113
P02973,2,Haziran 2024 dönemindeki toptan satılan adet bilgisini ürün bazında raporla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0132
P02974,2,Haziran 2024 için ürün bazında perakende satılan adet göster.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0116
P02975,2,Ürün bazında Haziran 2024 perakende satılan adet hesapla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.011
P02976,2,Haziran 2024 ürün bazında satış tutarı nedir?,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0116
P02977,2,Haziran 2024 için ürün bazında satış tutarı göster.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0109
P02978,2,Ürün bazında Haziran 2024 satış tutarı hesapla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0105
P02979,2,Haziran 2024 ürün bazında toptan satış tutarı nedir?,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0121
P02980,2,Haziran 2024 için ürün bazında toptan satış tutarı göster.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0114
P02981,2,Haziran 2024 dönemindeki toptan satış tutarı bilgisini ürün bazında raporla.,2,1,PASS,PASS,MODEL_REQUIRED,unresolved terms: bilgisini,NOT_LIVE_TESTED,,0,0.0124
P02982,2,Haziran 2024 ürün bazında perakende satış tutarı nedir?,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.012
P02983,2,Ürün bazında Haziran 2024 perakende satış tutarı hesapla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0126
P02984,2,Haziran 2024 dönemindeki perakende satış tutarı bilgisini ürün bazında raporla.,2,1,PASS,PASS,MODEL_REQUIRED,unresolved terms: bilgisini,NOT_LIVE_TESTED,,0,0.0141
P02985,2,Haziran 2024 ürün bazında satış satırı sayısı nedir?,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0116
P02986,2,Ürün bazında Haziran 2024 satış satırı sayısı hesapla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0104
P02987,2,Haziran 2024 dönemindeki satış satırı sayısı bilgisini ürün bazında raporla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0118
P02988,2,Haziran 2024 için ürün bazında toptan satış satırı sayısı göster.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.012
P02989,2,Ürün bazında Haziran 2024 toptan satış satırı sayısı hesapla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0111
P02990,2,Haziran 2024 ürün bazında perakende satış satırı sayısı nedir?,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0114
P02991,2,Haziran 2024 için ürün bazında perakende satış satırı sayısı göster.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0117
P02992,2,Haziran 2024 dönemindeki perakende satış satırı sayısı bilgisini ürün bazında raporla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0121
P02993,2,Haziran 2024 ürün bazında net satış tutarı nedir?,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0135
P02994,2,Haziran 2024 için ürün bazında net satış tutarı göster.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0134
P02995,2,Haziran 2024 dönemindeki net satış tutarı bilgisini ürün bazında raporla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.014
P02996,2,Haziran 2024 ürün bazında toptan net satış tutarı nedir?,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0155
P02997,2,Ürün bazında Haziran 2024 toptan net satış tutarı hesapla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0145
P02998,2,Haziran 2024 dönemindeki toptan net satış tutarı bilgisini ürün bazında raporla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0149
P02999,2,Haziran 2024 için ürün bazında perakende net satış tutarı göster.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0134
P03000,2,Ürün bazında Haziran 2024 perakende net satış tutarı hesapla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0135
P03001,2,Temmuz 2024 ürün bazında satılan adet nedir?,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0113
P03002,2,Temmuz 2024 için ürün bazında satılan adet göster.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.011
P03003,2,Ürün bazında Temmuz 2024 satılan adet hesapla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0109
P03004,2,Temmuz 2024 ürün bazında toptan satılan adet nedir?,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0117
P03005,2,Temmuz 2024 için ürün bazında toptan satılan adet göster.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0122
P03006,2,Temmuz 2024 dönemindeki toptan satılan adet bilgisini ürün bazında raporla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.013
P03007,2,Temmuz 2024 ürün bazında perakende satılan adet nedir?,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0112
P03008,2,Ürün bazında Temmuz 2024 perakende satılan adet hesapla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0114
P03009,2,Temmuz 2024 dönemindeki perakende satılan adet bilgisini ürün bazında raporla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0127
P03010,2,Temmuz 2024 ürün bazında satış tutarı nedir?,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0106
P03011,2,Ürün bazında Temmuz 2024 satış tutarı hesapla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0109
P03012,2,Temmuz 2024 dönemindeki satış tutarı bilgisini ürün bazında raporla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0118
P03013,2,Temmuz 2024 için ürün bazında toptan satış tutarı göster.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0117
P03014,2,Ürün bazında Temmuz 2024 toptan satış tutarı hesapla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0114
P03015,2,Temmuz 2024 ürün bazında perakende satış tutarı nedir?,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0116
P03016,2,Temmuz 2024 için ürün bazında perakende satış tutarı göster.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0112
P03017,2,Temmuz 2024 dönemindeki perakende satış tutarı bilgisini ürün bazında raporla.,2,1,PASS,PASS,MODEL_REQUIRED,unresolved terms: bilgisini,NOT_LIVE_TESTED,,0,0.012
P03018,2,Temmuz 2024 ürün bazında satış satırı sayısı nedir?,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0116
P03019,2,Temmuz 2024 için ürün bazında satış satırı sayısı göster.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0111
P03020,2,Temmuz 2024 dönemindeki satış satırı sayısı bilgisini ürün bazında raporla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0119
P03021,2,Temmuz 2024 ürün bazında toptan satış satırı sayısı nedir?,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0122
P03022,2,Ürün bazında Temmuz 2024 toptan satış satırı sayısı hesapla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0117
P03023,2,Temmuz 2024 dönemindeki toptan satış satırı sayısı bilgisini ürün bazında raporla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0123
P03024,2,Temmuz 2024 için ürün bazında perakende satış satırı sayısı göster.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0122
P03025,2,Ürün bazında Temmuz 2024 perakende satış satırı sayısı hesapla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0119
P03026,2,Temmuz 2024 ürün bazında net satış tutarı nedir?,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0143
P03027,2,Temmuz 2024 için ürün bazında net satış tutarı göster.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0133
P03028,2,Ürün bazında Temmuz 2024 net satış tutarı hesapla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0121
P03029,2,Temmuz 2024 ürün bazında toptan net satış tutarı nedir?,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0142
P03030,2,Temmuz 2024 için ürün bazında toptan net satış tutarı göster.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0133
P03031,2,Temmuz 2024 dönemindeki toptan net satış tutarı bilgisini ürün bazında raporla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0146
P03032,2,Temmuz 2024 ürün bazında perakende net satış tutarı nedir?,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0155
P03033,2,Ürün bazında Temmuz 2024 perakende net satış tutarı hesapla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0138
P03034,2,Temmuz 2024 dönemindeki perakende net satış tutarı bilgisini ürün bazında raporla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0147
P03035,2,Ağustos 2024 ürün bazında satılan adet nedir?,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0109
P03036,2,Ürün bazında Ağustos 2024 satılan adet hesapla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.011
P03037,2,Ağustos 2024 dönemindeki satılan adet bilgisini ürün bazında raporla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0123
P03038,2,Ağustos 2024 için ürün bazında toptan satılan adet göster.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0116
P03039,2,Ürün bazında Ağustos 2024 toptan satılan adet hesapla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0126
P03040,2,Ağustos 2024 ürün bazında perakende satılan adet nedir?,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0131
P03041,2,Ağustos 2024 için ürün bazında perakende satılan adet göster.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.012
P03042,2,Ağustos 2024 dönemindeki perakende satılan adet bilgisini ürün bazında raporla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.012
P03043,2,Ağustos 2024 ürün bazında satış tutarı nedir?,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0128
P03044,2,Ağustos 2024 için ürün bazında satış tutarı göster.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0111
P03045,2,Ağustos 2024 dönemindeki satış tutarı bilgisini ürün bazında raporla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0124
P03046,2,Ağustos 2024 ürün bazında toptan satış tutarı nedir?,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0118
P03047,2,Ürün bazında Ağustos 2024 toptan satış tutarı hesapla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0115
P03048,2,Ağustos 2024 dönemindeki toptan satış tutarı bilgisini ürün bazında raporla.,2,1,PASS,PASS,MODEL_REQUIRED,unresolved terms: bilgisini,NOT_LIVE_TESTED,,0,0.0127
P03049,2,Ağustos 2024 için ürün bazında perakende satış tutarı göster.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0122
P03050,2,Ürün bazında Ağustos 2024 perakende satış tutarı hesapla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0121
P03051,2,Ağustos 2024 ürün bazında satış satırı sayısı nedir?,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0117
P03052,2,Ağustos 2024 için ürün bazında satış satırı sayısı göster.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0119
P03053,2,Ürün bazında Ağustos 2024 satış satırı sayısı hesapla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0107
P03054,2,Ağustos 2024 ürün bazında toptan satış satırı sayısı nedir?,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0123
P03055,2,Ağustos 2024 için ürün bazında toptan satış satırı sayısı göster.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0123
P03056,2,Ağustos 2024 dönemindeki toptan satış satırı sayısı bilgisini ürün bazında raporla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0128
P03057,2,Ağustos 2024 ürün bazında perakende satış satırı sayısı nedir?,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0118
P03058,2,Ürün bazında Ağustos 2024 perakende satış satırı sayısı hesapla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0126
P03059,2,Ağustos 2024 dönemindeki perakende satış satırı sayısı bilgisini ürün bazında raporla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0379
P03060,2,Ağustos 2024 ürün bazında net satış tutarı nedir?,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.013
P03061,2,Ürün bazında Ağustos 2024 net satış tutarı hesapla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0133
P03062,2,Ağustos 2024 dönemindeki net satış tutarı bilgisini ürün bazında raporla.,2,1,PASS,PASS,DETERMINISTIC_PLAN_READY,ok,NOT_LIVE_TESTED,,0,0.0138
