id,prompt,status,metric,level,entity_count,physical_table_count,answer_rows,reference_rows,numeric_match,api_seconds,seconds,catalog_version,catalog_hash,runtime_stage,app_sha256,answer_sha256,reference_sha256
P09288,"Mart 2025 için müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında toptan satış satırı sayısı göster.",LIVE_PASS,satış satırı sayısı,5,8,15,45666,45666,True,5.634,24.75,13,21e3b5e01eb6fe3a18008c77153d884036e9c0d7b7632fe0c34bb5417b8cbd69,retention,77ce1780bfa85598326a11b5af11d01abf246797d5ffb748f18223e1e720f05e,3b1d5886fe0451de065fb30661cdff7d1d8ff6c72b0e12416421a745eb20bb94,3b1d5886fe0451de065fb30661cdff7d1d8ff6c72b0e12416421a745eb20bb94
P09296,"Mart 2025 müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında toptan net satış tutarı nedir?",LIVE_PASS,net satış tutarı,5,8,15,52275,52275,True,8.507,32.09,13,21e3b5e01eb6fe3a18008c77153d884036e9c0d7b7632fe0c34bb5417b8cbd69,retention,77ce1780bfa85598326a11b5af11d01abf246797d5ffb748f18223e1e720f05e,a2d3bc1dc5f714a9f00dd2336c0aad48f0d41aeef16ad1fd3f63984f9127328c,a2d3bc1dc5f714a9f00dd2336c0aad48f0d41aeef16ad1fd3f63984f9127328c
P09304,"Nisan 2025 müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında toptan satılan adet nedir?",LIVE_PASS,satılan adet,5,8,15,59299,59299,True,7.797,30.34,13,21e3b5e01eb6fe3a18008c77153d884036e9c0d7b7632fe0c34bb5417b8cbd69,retention,77ce1780bfa85598326a11b5af11d01abf246797d5ffb748f18223e1e720f05e,3bc2d881d60dd0df963c4e67daf30355168f99c8c9f43a874a48e6475882dbcb,3bc2d881d60dd0df963c4e67daf30355168f99c8c9f43a874a48e6475882dbcb
P09314,"Müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında Nisan 2025 toptan satış tutarı hesapla.",LIVE_PASS,satış tutarı,5,8,15,59299,59299,True,6.093,30.59,13,21e3b5e01eb6fe3a18008c77153d884036e9c0d7b7632fe0c34bb5417b8cbd69,retention,77ce1780bfa85598326a11b5af11d01abf246797d5ffb748f18223e1e720f05e,a9c72defbff834d01fc28d6bb2fe123e225304bef566d134d18d1f05a7cd50eb,a9c72defbff834d01fc28d6bb2fe123e225304bef566d134d18d1f05a7cd50eb
P09322,"Müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında Nisan 2025 toptan satış satırı sayısı hesapla.",LIVE_PASS,satış satırı sayısı,5,8,15,59299,59299,True,6.026,29.17,13,21e3b5e01eb6fe3a18008c77153d884036e9c0d7b7632fe0c34bb5417b8cbd69,retention,77ce1780bfa85598326a11b5af11d01abf246797d5ffb748f18223e1e720f05e,093ce9e94d9874a218860c1f3a4ef92598144687579e3ef8ba0d266839710ef4,093ce9e94d9874a218860c1f3a4ef92598144687579e3ef8ba0d266839710ef4
P09330,"Nisan 2025 için müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında toptan net satış tutarı göster.",LIVE_PASS,net satış tutarı,5,8,15,67217,67217,True,10.399,36.9,13,21e3b5e01eb6fe3a18008c77153d884036e9c0d7b7632fe0c34bb5417b8cbd69,timestamp,6272a2c78891dbd331a15fbd9acabba38e748332e4bfca2e542f4bde06ef0a44,a18af65f4b2bb38ad6d5423e05a5c44a92e120a064dedc19ead5575fa2fb9ef7,a18af65f4b2bb38ad6d5423e05a5c44a92e120a064dedc19ead5575fa2fb9ef7
P09338,"Mayıs 2025 için müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında toptan satılan adet göster.",LIVE_PASS,satılan adet,5,8,15,46953,46953,True,5.516,37.56,13,21e3b5e01eb6fe3a18008c77153d884036e9c0d7b7632fe0c34bb5417b8cbd69,timestamp,6272a2c78891dbd331a15fbd9acabba38e748332e4bfca2e542f4bde06ef0a44,f07b5a167e081d38cdddd7282f22f3ade0abef8543c9fb332948ab121640eaff,f07b5a167e081d38cdddd7282f22f3ade0abef8543c9fb332948ab121640eaff
P09346,"Mayıs 2025 müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında toptan satış tutarı nedir?",LIVE_PASS,satış tutarı,5,8,15,46953,46953,True,7.744,28.02,13,21e3b5e01eb6fe3a18008c77153d884036e9c0d7b7632fe0c34bb5417b8cbd69,timestamp,6272a2c78891dbd331a15fbd9acabba38e748332e4bfca2e542f4bde06ef0a44,882ca926944a91a25f1f1415c59f72acd3c1e42acd153275f1341607c6ea7e04,882ca926944a91a25f1f1415c59f72acd3c1e42acd153275f1341607c6ea7e04
P09354,"Mayıs 2025 müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında toptan satış satırı sayısı nedir?",LIVE_PASS,satış satırı sayısı,5,8,15,46953,46953,True,4.574,22.73,13,21e3b5e01eb6fe3a18008c77153d884036e9c0d7b7632fe0c34bb5417b8cbd69,timestamp,6272a2c78891dbd331a15fbd9acabba38e748332e4bfca2e542f4bde06ef0a44,abea2f286cb80fe58da89c6e17b560ef7ba19b451aa843aa4086978cbd2a5117,abea2f286cb80fe58da89c6e17b560ef7ba19b451aa843aa4086978cbd2a5117
P09364,"Müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında Mayıs 2025 toptan net satış tutarı hesapla.",LIVE_PASS,net satış tutarı,5,8,15,59386,59386,True,9.527,18.53,13,21e3b5e01eb6fe3a18008c77153d884036e9c0d7b7632fe0c34bb5417b8cbd69,buffered-transfer,0d2dea198c1bfa66dcac4fdcb5254030495fde44cfec0821c1382166894fccde,00da05bd536b6eb9d099f3d95a9966108257cb168f0089cad9a55365111d137b,00da05bd536b6eb9d099f3d95a9966108257cb168f0089cad9a55365111d137b
P09372,"Müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında Haziran 2025 toptan satılan adet hesapla.",LIVE_PASS,satılan adet,5,8,15,41626,41626,True,5.77,11.99,13,21e3b5e01eb6fe3a18008c77153d884036e9c0d7b7632fe0c34bb5417b8cbd69,buffered-transfer,0d2dea198c1bfa66dcac4fdcb5254030495fde44cfec0821c1382166894fccde,68e996c283724b3296996c9e92222edb2406995cf46a69e8b8aa0e556ee8e05c,68e996c283724b3296996c9e92222edb2406995cf46a69e8b8aa0e556ee8e05c
P09380,"Haziran 2025 için müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında toptan satış tutarı göster.",LIVE_PASS,satış tutarı,5,8,15,41626,41626,True,4.74,13.32,13,21e3b5e01eb6fe3a18008c77153d884036e9c0d7b7632fe0c34bb5417b8cbd69,buffered-transfer,0d2dea198c1bfa66dcac4fdcb5254030495fde44cfec0821c1382166894fccde,e3de53b931bbf8689f5ff97d7705320813f06891bb8167cfee81b118d111e867,e3de53b931bbf8689f5ff97d7705320813f06891bb8167cfee81b118d111e867
P09388,"Haziran 2025 için müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında toptan satış satırı sayısı göster.",LIVE_PASS,satış satırı sayısı,5,8,15,41626,41626,True,5.082,11.8,13,21e3b5e01eb6fe3a18008c77153d884036e9c0d7b7632fe0c34bb5417b8cbd69,buffered-transfer,0d2dea198c1bfa66dcac4fdcb5254030495fde44cfec0821c1382166894fccde,0877c470218c4d76145bd0cd1a2000d0654a7b61e4ba455afb285ae5e92358ac,0877c470218c4d76145bd0cd1a2000d0654a7b61e4ba455afb285ae5e92358ac
P09396,"Haziran 2025 müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında toptan net satış tutarı nedir?",LIVE_PASS,net satış tutarı,5,8,15,51357,51357,True,6.192,13.65,13,21e3b5e01eb6fe3a18008c77153d884036e9c0d7b7632fe0c34bb5417b8cbd69,buffered-transfer,0d2dea198c1bfa66dcac4fdcb5254030495fde44cfec0821c1382166894fccde,2128d04b830743e3db331fbe921b7648088a1426565911b956bec346a49ab4f3,2128d04b830743e3db331fbe921b7648088a1426565911b956bec346a49ab4f3
P09404,"Temmuz 2025 müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında toptan satılan adet nedir?",LIVE_PASS,satılan adet,5,8,15,36520,36520,True,5.295,11.03,13,21e3b5e01eb6fe3a18008c77153d884036e9c0d7b7632fe0c34bb5417b8cbd69,buffered-transfer,0d2dea198c1bfa66dcac4fdcb5254030495fde44cfec0821c1382166894fccde,7a0c8a7a77c6e4bdb723b7e10a8c48e5d85de98709dda97af094793a1306f470,7a0c8a7a77c6e4bdb723b7e10a8c48e5d85de98709dda97af094793a1306f470
P09414,"Müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında Temmuz 2025 toptan satış tutarı hesapla.",LIVE_PASS,satış tutarı,5,8,15,36520,36520,True,6.61,12.38,13,21e3b5e01eb6fe3a18008c77153d884036e9c0d7b7632fe0c34bb5417b8cbd69,buffered-transfer,0d2dea198c1bfa66dcac4fdcb5254030495fde44cfec0821c1382166894fccde,ebd2530a29255fe8f27108c88b06c3981e8c7782083439cea9386604ebe4d339,ebd2530a29255fe8f27108c88b06c3981e8c7782083439cea9386604ebe4d339
P09422,"Müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında Temmuz 2025 toptan satış satırı sayısı hesapla.",LIVE_PASS,satış satırı sayısı,5,8,15,36520,36520,True,5.362,11.65,13,21e3b5e01eb6fe3a18008c77153d884036e9c0d7b7632fe0c34bb5417b8cbd69,buffered-transfer,0d2dea198c1bfa66dcac4fdcb5254030495fde44cfec0821c1382166894fccde,b3823967df560265cae85c5508dfcc2b3b66f05aef18d1a2ce44cbd14354993e,b3823967df560265cae85c5508dfcc2b3b66f05aef18d1a2ce44cbd14354993e
P09430,"Temmuz 2025 için müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında toptan net satış tutarı göster.",LIVE_PASS,net satış tutarı,5,8,15,44579,44579,True,8.248,14.92,13,21e3b5e01eb6fe3a18008c77153d884036e9c0d7b7632fe0c34bb5417b8cbd69,buffered-transfer,0d2dea198c1bfa66dcac4fdcb5254030495fde44cfec0821c1382166894fccde,4b0e623db00c510521aae549d758d13689b3aa06e5275532930ef2c0eb417b34,4b0e623db00c510521aae549d758d13689b3aa06e5275532930ef2c0eb417b34
P09438,"Ağustos 2025 için müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında toptan satılan adet göster.",LIVE_PASS,satılan adet,5,8,15,46627,46627,True,5.392,13.32,13,21e3b5e01eb6fe3a18008c77153d884036e9c0d7b7632fe0c34bb5417b8cbd69,buffered-transfer,0d2dea198c1bfa66dcac4fdcb5254030495fde44cfec0821c1382166894fccde,b66246569470fc40f9ef0f5a7cce3f8e6cf24b6da5aadc38efa0631662f5ca2e,b66246569470fc40f9ef0f5a7cce3f8e6cf24b6da5aadc38efa0631662f5ca2e
P09446,"Ağustos 2025 müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında toptan satış tutarı nedir?",LIVE_PASS,satış tutarı,5,8,15,46627,46627,True,6.597,14.07,13,21e3b5e01eb6fe3a18008c77153d884036e9c0d7b7632fe0c34bb5417b8cbd69,buffered-transfer,0d2dea198c1bfa66dcac4fdcb5254030495fde44cfec0821c1382166894fccde,7caacf11d92f52843ee5585486bf379ed64efa4cce025dfffcf49cd7dc2ea907,7caacf11d92f52843ee5585486bf379ed64efa4cce025dfffcf49cd7dc2ea907
P09454,"Ağustos 2025 müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında toptan satış satırı sayısı nedir?",LIVE_PASS,satış satırı sayısı,5,8,15,46627,46627,True,6.136,13.89,13,21e3b5e01eb6fe3a18008c77153d884036e9c0d7b7632fe0c34bb5417b8cbd69,buffered-transfer,0d2dea198c1bfa66dcac4fdcb5254030495fde44cfec0821c1382166894fccde,31ba2da0f59ebfb0d291fb63568247c9c2cfd2c4dc3ac3881d53d2f21170381e,31ba2da0f59ebfb0d291fb63568247c9c2cfd2c4dc3ac3881d53d2f21170381e
P09464,"Müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında Ağustos 2025 toptan net satış tutarı hesapla.",LIVE_PASS,net satış tutarı,5,8,15,49949,49949,True,7.796,15.16,13,21e3b5e01eb6fe3a18008c77153d884036e9c0d7b7632fe0c34bb5417b8cbd69,buffered-transfer,0d2dea198c1bfa66dcac4fdcb5254030495fde44cfec0821c1382166894fccde,fb3a2f0f6218dea2a648c206cbd77bbc14fefe380f2aad2aa21ea44fd5045742,fb3a2f0f6218dea2a648c206cbd77bbc14fefe380f2aad2aa21ea44fd5045742
P09610,"Ocak 2026 müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında satış tutarı nedir?",LIVE_PASS,satış tutarı,5,8,15,65379,65379,True,6.243,15.01,13,21e3b5e01eb6fe3a18008c77153d884036e9c0d7b7632fe0c34bb5417b8cbd69,buffered-transfer,0d2dea198c1bfa66dcac4fdcb5254030495fde44cfec0821c1382166894fccde,f47184894e5da38c245ef9533db4425f245912d7e399cd975f20f185752a8161,f47184894e5da38c245ef9533db4425f245912d7e399cd975f20f185752a8161
P09618,"Ocak 2026 müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında satış satırı sayısı nedir?",LIVE_PASS,satış satırı sayısı,5,8,15,65379,65379,True,7.477,16.22,13,21e3b5e01eb6fe3a18008c77153d884036e9c0d7b7632fe0c34bb5417b8cbd69,buffered-transfer,0d2dea198c1bfa66dcac4fdcb5254030495fde44cfec0821c1382166894fccde,2079ec9efe59e2563b625d7bd98018483e18edab437e6a2480f8232ca4342fa6,2079ec9efe59e2563b625d7bd98018483e18edab437e6a2480f8232ca4342fa6
P09626,"Ocak 2026 müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında net satış tutarı nedir?",LIVE_PASS,net satış tutarı,5,8,15,72462,72462,True,7.579,18.05,13,21e3b5e01eb6fe3a18008c77153d884036e9c0d7b7632fe0c34bb5417b8cbd69,buffered-transfer,0d2dea198c1bfa66dcac4fdcb5254030495fde44cfec0821c1382166894fccde,7641d320f03d68e0b4445871531f2984e03540dc9ac5231bbb6e8d92525487d6,7641d320f03d68e0b4445871531f2984e03540dc9ac5231bbb6e8d92525487d6
P09644,"Şubat 2026 için müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında satış tutarı göster.",LIVE_PASS,satış tutarı,5,8,15,76942,76942,True,12.687,27.13,13,21e3b5e01eb6fe3a18008c77153d884036e9c0d7b7632fe0c34bb5417b8cbd69,buffered-transfer,0d2dea198c1bfa66dcac4fdcb5254030495fde44cfec0821c1382166894fccde,c3de7afcbd9ee70ea803f566b938ac6b9a79182af1890576c63110243ecd7770,c3de7afcbd9ee70ea803f566b938ac6b9a79182af1890576c63110243ecd7770
P09652,"Şubat 2026 için müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında satış satırı sayısı göster.",LIVE_PASS,satış satırı sayısı,5,8,15,76942,76942,True,10.226,32.66,13,21e3b5e01eb6fe3a18008c77153d884036e9c0d7b7632fe0c34bb5417b8cbd69,buffered-transfer,0d2dea198c1bfa66dcac4fdcb5254030495fde44cfec0821c1382166894fccde,1a26d0a7ee53722d764079a67491ffaf65b2252e0494957be8c0e924a4b5d172,1a26d0a7ee53722d764079a67491ffaf65b2252e0494957be8c0e924a4b5d172
P09660,"Şubat 2026 müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında net satış tutarı nedir?",LIVE_PASS,net satış tutarı,5,8,15,83587,83587,True,20.07,36.39,13,21e3b5e01eb6fe3a18008c77153d884036e9c0d7b7632fe0c34bb5417b8cbd69,buffered-transfer,0d2dea198c1bfa66dcac4fdcb5254030495fde44cfec0821c1382166894fccde,b706bce0cd10b11a0f0fcc6068ab9119f132dd19147c77e444d363ca372c85e8,b706bce0cd10b11a0f0fcc6068ab9119f132dd19147c77e444d363ca372c85e8
P09668,"Mart 2026 müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında satılan adet nedir?",LIVE_PASS,satılan adet,5,8,15,65781,65781,True,7.514,19.56,13,21e3b5e01eb6fe3a18008c77153d884036e9c0d7b7632fe0c34bb5417b8cbd69,buffered-transfer,0d2dea198c1bfa66dcac4fdcb5254030495fde44cfec0821c1382166894fccde,535479d14d5e0f97d5c74d8579624672ddcd3dbbe5076d8af3dba89253f7b5ed,535479d14d5e0f97d5c74d8579624672ddcd3dbbe5076d8af3dba89253f7b5ed
P09676,"Mart 2026 müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında satış tutarı nedir?",LIVE_PASS,satış tutarı,5,8,15,65781,65781,True,8.515,18.92,13,21e3b5e01eb6fe3a18008c77153d884036e9c0d7b7632fe0c34bb5417b8cbd69,buffered-transfer,0d2dea198c1bfa66dcac4fdcb5254030495fde44cfec0821c1382166894fccde,8f40a3736e30791dd6e7db743c57a5574561b69928fa4a9d10a0e7680159e68b,8f40a3736e30791dd6e7db743c57a5574561b69928fa4a9d10a0e7680159e68b
P09686,"Müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında Mart 2026 satış satırı sayısı hesapla.",LIVE_PASS,satış satırı sayısı,5,8,15,65781,65781,True,9.412,20.0,13,21e3b5e01eb6fe3a18008c77153d884036e9c0d7b7632fe0c34bb5417b8cbd69,buffered-transfer,0d2dea198c1bfa66dcac4fdcb5254030495fde44cfec0821c1382166894fccde,69331cfa3d121b7e32b694cb57bfbb89ec496a4c289f8a4b57770ebe4e4f47fe,69331cfa3d121b7e32b694cb57bfbb89ec496a4c289f8a4b57770ebe4e4f47fe
P09694,"Mart 2026 için müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında net satış tutarı göster.",LIVE_PASS,net satış tutarı,5,8,15,70508,70508,True,9.888,21.4,13,21e3b5e01eb6fe3a18008c77153d884036e9c0d7b7632fe0c34bb5417b8cbd69,buffered-transfer,0d2dea198c1bfa66dcac4fdcb5254030495fde44cfec0821c1382166894fccde,6111b63a041a0545022be613d56884c47ff99c3646be4e22cd892547ee79dc83,6111b63a041a0545022be613d56884c47ff99c3646be4e22cd892547ee79dc83
P09702,"Nisan 2026 için müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında satılan adet göster.",LIVE_PASS,satılan adet,5,8,15,77503,77503,True,9.056,19.68,13,21e3b5e01eb6fe3a18008c77153d884036e9c0d7b7632fe0c34bb5417b8cbd69,buffered-transfer,0d2dea198c1bfa66dcac4fdcb5254030495fde44cfec0821c1382166894fccde,ff931e1286a66c2d970ce84adf8b1854ac772812f15c54103090bff2ce3a067f,ff931e1286a66c2d970ce84adf8b1854ac772812f15c54103090bff2ce3a067f
P09710,"Nisan 2026 müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında satış tutarı nedir?",LIVE_PASS,satış tutarı,5,8,15,77503,77503,True,7.467,18.07,13,21e3b5e01eb6fe3a18008c77153d884036e9c0d7b7632fe0c34bb5417b8cbd69,buffered-transfer,0d2dea198c1bfa66dcac4fdcb5254030495fde44cfec0821c1382166894fccde,109e0b4c2207dd012de8936c1c12617be9db077dea16ef2a057b594701b9a329,109e0b4c2207dd012de8936c1c12617be9db077dea16ef2a057b594701b9a329
P09718,"Nisan 2026 müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında satış satırı sayısı nedir?",LIVE_PASS,satış satırı sayısı,5,8,15,77503,77503,True,7.502,19.5,13,21e3b5e01eb6fe3a18008c77153d884036e9c0d7b7632fe0c34bb5417b8cbd69,buffered-transfer,0d2dea198c1bfa66dcac4fdcb5254030495fde44cfec0821c1382166894fccde,ffe585f0daa838d2872ed651596a701ea57d1ac40b8ddf9d063d19ef51707a90,ffe585f0daa838d2872ed651596a701ea57d1ac40b8ddf9d063d19ef51707a90
P09726,"Nisan 2026 müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında net satış tutarı nedir?",LIVE_PASS,net satış tutarı,5,8,15,85703,85703,True,15.185,29.25,13,21e3b5e01eb6fe3a18008c77153d884036e9c0d7b7632fe0c34bb5417b8cbd69,buffered-transfer,0d2dea198c1bfa66dcac4fdcb5254030495fde44cfec0821c1382166894fccde,ce0b49dfbb9bdf650e55c11b97d0955e50f209ac8edfaf5f9b79f5a58ac47657,ce0b49dfbb9bdf650e55c11b97d0955e50f209ac8edfaf5f9b79f5a58ac47657
P09736,"Müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında Mayıs 2026 satılan adet hesapla.",LIVE_PASS,satılan adet,5,8,15,56042,56042,True,6.927,15.84,13,21e3b5e01eb6fe3a18008c77153d884036e9c0d7b7632fe0c34bb5417b8cbd69,buffered-transfer,0d2dea198c1bfa66dcac4fdcb5254030495fde44cfec0821c1382166894fccde,6376d2e9952532d67e4f79918132c06c32789372891961a2c5b5f84390313ab2,6376d2e9952532d67e4f79918132c06c32789372891961a2c5b5f84390313ab2
P09744,"Mayıs 2026 için müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında satış tutarı göster.",LIVE_PASS,satış tutarı,5,8,15,56042,56042,True,6.523,15.08,13,21e3b5e01eb6fe3a18008c77153d884036e9c0d7b7632fe0c34bb5417b8cbd69,buffered-transfer,0d2dea198c1bfa66dcac4fdcb5254030495fde44cfec0821c1382166894fccde,56693d163cfec1e5c8f0eeeaaaddfa6073708f99d04e1940dca5c8722c329656,56693d163cfec1e5c8f0eeeaaaddfa6073708f99d04e1940dca5c8722c329656
P09752,"Mayıs 2026 için müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında satış satırı sayısı göster.",LIVE_PASS,satış satırı sayısı,5,8,15,56042,56042,True,6.446,14.06,13,21e3b5e01eb6fe3a18008c77153d884036e9c0d7b7632fe0c34bb5417b8cbd69,buffered-transfer,0d2dea198c1bfa66dcac4fdcb5254030495fde44cfec0821c1382166894fccde,3af2562af5a80ea8ac1f873e11871f686c63a85d894985b4d2f763e6225a655a,3af2562af5a80ea8ac1f873e11871f686c63a85d894985b4d2f763e6225a655a
P09760,"Mayıs 2026 müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında net satış tutarı nedir?",LIVE_PASS,net satış tutarı,5,8,15,66980,66980,True,6.724,16.82,13,21e3b5e01eb6fe3a18008c77153d884036e9c0d7b7632fe0c34bb5417b8cbd69,buffered-transfer,0d2dea198c1bfa66dcac4fdcb5254030495fde44cfec0821c1382166894fccde,58340dd08d918df6c2eb6c064430c010da407e121c4f791dd376beb2f14a54bb,58340dd08d918df6c2eb6c064430c010da407e121c4f791dd376beb2f14a54bb
P09768,"Haziran 2026 müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında satılan adet nedir?",LIVE_PASS,satılan adet,5,8,15,66128,66128,True,8.043,17.58,13,21e3b5e01eb6fe3a18008c77153d884036e9c0d7b7632fe0c34bb5417b8cbd69,buffered-transfer,0d2dea198c1bfa66dcac4fdcb5254030495fde44cfec0821c1382166894fccde,2f54d404e97d2af92d511b46eeeddd0b2d63486e68722ff729df9bd40062641e,2f54d404e97d2af92d511b46eeeddd0b2d63486e68722ff729df9bd40062641e
P09776,"Haziran 2026 müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında satış tutarı nedir?",LIVE_PASS,satış tutarı,5,8,15,66128,66128,True,6.439,15.39,13,21e3b5e01eb6fe3a18008c77153d884036e9c0d7b7632fe0c34bb5417b8cbd69,buffered-transfer,0d2dea198c1bfa66dcac4fdcb5254030495fde44cfec0821c1382166894fccde,8725ceba672bafb27d14383cfb89ed02216b2f5c8a91cd157c8c0768913fbe9d,8725ceba672bafb27d14383cfb89ed02216b2f5c8a91cd157c8c0768913fbe9d
P09786,"Müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında Haziran 2026 satış satırı sayısı hesapla.",LIVE_PASS,satış satırı sayısı,5,8,15,66128,66128,True,6.89,16.14,13,21e3b5e01eb6fe3a18008c77153d884036e9c0d7b7632fe0c34bb5417b8cbd69,buffered-transfer,0d2dea198c1bfa66dcac4fdcb5254030495fde44cfec0821c1382166894fccde,010bef8d0ab42c2e3c7ddc94d66c03670d6cc5a4f1af077c457870a445fc2d46,010bef8d0ab42c2e3c7ddc94d66c03670d6cc5a4f1af077c457870a445fc2d46
P09794,"Haziran 2026 için müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında net satış tutarı göster.",LIVE_PASS,net satış tutarı,5,8,15,81502,81502,True,8.758,19.7,13,21e3b5e01eb6fe3a18008c77153d884036e9c0d7b7632fe0c34bb5417b8cbd69,buffered-transfer,0d2dea198c1bfa66dcac4fdcb5254030495fde44cfec0821c1382166894fccde,a82c49360ea0dbfb8c43240ca7dc89dc1052950f5d6c00e8e2ec010dc2ed81b7,a82c49360ea0dbfb8c43240ca7dc89dc1052950f5d6c00e8e2ec010dc2ed81b7
P09802,"Temmuz 2026 için müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında satılan adet göster.",LIVE_PASS,satılan adet,5,8,15,56842,56842,True,7.186,15.64,13,21e3b5e01eb6fe3a18008c77153d884036e9c0d7b7632fe0c34bb5417b8cbd69,buffered-transfer,0d2dea198c1bfa66dcac4fdcb5254030495fde44cfec0821c1382166894fccde,b84e0efb1012ebc53d497009b654f1e4ad3839e0566294f3e5a06cc86a98c692,b84e0efb1012ebc53d497009b654f1e4ad3839e0566294f3e5a06cc86a98c692
P09810,"Temmuz 2026 müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında satış tutarı nedir?",LIVE_PASS,satış tutarı,5,8,15,56842,56842,True,5.916,13.56,13,21e3b5e01eb6fe3a18008c77153d884036e9c0d7b7632fe0c34bb5417b8cbd69,buffered-transfer,0d2dea198c1bfa66dcac4fdcb5254030495fde44cfec0821c1382166894fccde,82d62f816ad58ccacfaad76e4fce61c107893d97a84dce0eb5f4c50cf10c5406,82d62f816ad58ccacfaad76e4fce61c107893d97a84dce0eb5f4c50cf10c5406
P09818,"Temmuz 2026 müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında satış satırı sayısı nedir?",LIVE_PASS,satış satırı sayısı,5,8,15,56842,56842,True,7.821,16.49,13,21e3b5e01eb6fe3a18008c77153d884036e9c0d7b7632fe0c34bb5417b8cbd69,buffered-transfer,0d2dea198c1bfa66dcac4fdcb5254030495fde44cfec0821c1382166894fccde,2021f09074b9b1df3fa172d72be54cdda0d29d6cbfe7738d90081d1efee57936,2021f09074b9b1df3fa172d72be54cdda0d29d6cbfe7738d90081d1efee57936
P09826,"Temmuz 2026 müşteri, ürün, ödeme planı, satış temsilcisi, teslimat şehri ve birim bazında net satış tutarı nedir?",LIVE_PASS,net satış tutarı,5,8,15,62816,62816,True,11.041,27.75,13,21e3b5e01eb6fe3a18008c77153d884036e9c0d7b7632fe0c34bb5417b8cbd69,buffered-transfer,0d2dea198c1bfa66dcac4fdcb5254030495fde44cfec0821c1382166894fccde,7280fbf0595f0d1b567c4c8f4679644ed57fcf52378ad7b0d0e91c9410e29639,7280fbf0595f0d1b567c4c8f4679644ed57fcf52378ad7b0d0e91c9410e29639
